Concept,Member,Member type,Sort Weight
d125d797-3c23-4856-8fc9-5482c16352ee,a89c3e56-1350-11df-a1f1-0026b9348838,concept-set,1
d125d797-3c23-4856-8fc9-5482c16352ee,a8982474-1350-11df-a1f1-0026b9348838,concept-set,2
